name,key
"	龙舟广场	",pac_ydkj
"	江义市场停车场	",pac_ydkj
"	普君新城社区一	",pac_ydkj
"	海辉路2H	",pac_ydkj
"	海湾城市嘉园	",pac_ydkj
"	大正小成地下停车场	",pac_ydkj
"	大沥宠物市场停车场	",pac_ydkj
"	顺德碧桂园桂澜山左广场	",pac_ydkj
"	中环Go泊停车场	",pac_ydkj
"	天隆城广场	",pac_ydkj
"	岭南明珠体育馆	",pac_ydkj
"	百盛达商务酒店	",pac_ydkj
"	意美家停车场	",pac_ydkj
"	G天佑三3T	",pac_ydkj
"	江南名居锦苑停车场	",pac_ydkj
"	怡翠玫瑰园商业地下停车场	",pac_ydkj
"	南庄利民市场	",pac_ydkj
"	金科大厦	",pac_ydkj
"	新光大厦停车场	",pac_ydkj
"	永安医院	",pac_ydkj
"	龙江青联大厦	",pac_ydkj
"	晨曦Go泊停车场	",pac_ydkj
"	绿岛东岸广场	",pac_ydkj
"	宏宇景裕嘉园停车场	",pac_ydkj
"	天御盈品	",pac_ydkj
"	李潘市场	",pac_ydkj
"	西北车场	",pac_ydkj
"	星海岸北广场	",pac_ydkj
"	B南六路1L	",pac_ydkj
"	瀚蓝广场	",pac_ydkj
"	华奥教育城	",pac_ydkj
"	广佛电商城	",pac_ydkj
"	狮山旧誉洞村	",pac_ydkj
"	下观村	",pac_ydkj
"	E夏平西1H	",pac_ydkj
"	大沥金茂大酒店	",pac_ydkj
"	河宕下北村停车场	",pac_ydkj
"	三水高新创业中心	",pac_ydkj
"	I东平辅道	",pac_ydkj
"	银星Go泊停车场	",pac_ydkj
"	宝华停车场	",pac_ydkj
"	佛山瑞山大厦	",pac_ydkj
"	新滘社区文化广场	",pac_ydkj
"	B灯湖西1S	",pac_ydkj
"	顺德投资大厦	",pac_ydkj
"	新澳ITI国际停车场	",pac_ydkj
"	西关九里	",pac_ydkj
"	沙岗东风村	",pac_ydkj
"	文华公园P2	",pac_ydkj
"	H花苑小学S	",pac_ydkj
"	汇万家购物广场	",pac_ydkj
"	普君新城华府社区7	",pac_ydkj
"	星晖园三期	",pac_ydkj
"	鸿业畔湖居	",pac_ydkj
"	庆怡路（简平路--佛山一环)（东小片区）（2）	",pac_ydkj
"	禅城区镇安村路口西侧停车场	",pac_ydkj
"	I妇幼西2	",pac_ydkj
"	D南三路1T	",pac_ydkj
"	A海六路1H	",pac_ydkj
"	F良平北H	",pac_ydkj
"	顺德伦常人家停车场	",pac_ydkj
"	创显科技园区停车场	",pac_ydkj
"	金海文化创意中心北广场	",pac_ydkj
"	黄岐二联村	",pac_ydkj
"	富甲楼停车场	",pac_ydkj
"	鹿璟村	",pac_ydkj
"	沥西仁厚村	",pac_ydkj
"	南海万科广场停车场	",pac_ydkj
"	富景物流园	",pac_ydkj
"	顺德龙江镇龙山大道临时停车场	",pac_ydkj
"	智慧新城停车场	",pac_ydkj
"	奥米茄花园	",pac_ydkj
"	佛山市演艺中心停车场	",pac_ydkj
"	九江碧桂园君临壹品	",pac_ydkj
"	海二路2L	",pac_ydkj
"	大良顺联丝织厂	",pac_ydkj
"	紫南商贸城	",pac_ydkj
"	白沙市场	",pac_ydkj
"	海四路6H	",pac_ydkj
"	梅圳村委会	",pac_ydkj
"	普君新城华府社区6-2停车场	",pac_ydkj
"	艾科展厅VEMS	",pac_ydkj
"	佛山市南海区上海村	",pac_ydkj
"	依云上城	",pac_ydkj
"	中海独立车场	",pac_ydkj
"	灯湖东路4S	",pac_ydkj
"	河西村车场（河南永星）	",pac_ydkj
"	东建大厦停车场	",pac_ydkj
"	宏科楼	",pac_ydkj
"	江南名居熙苑停车场	",pac_ydkj
"	骏涛商务酒店公寓停车场	",pac_ydkj
"	汇江高尔夫车场	",pac_ydkj
"	紫滨停车场	",pac_ydkj
"	里水第一城商业广场	",pac_ydkj
"	北极熊广场-鲸愉鲜生停车场	",pac_ydkj
"	卓宝盈物业停车场	",pac_ydkj
"	厂排GO泊停车场	",pac_ydkj
"	平海路（怡海路--东平路）（东小片区）（4）	",pac_ydkj
"	I鹿璟南	",pac_ydkj
"	凰樵假日小区	",pac_ydkj
"	华亚国际金融中心	",pac_ydkj
"	伟然厂区（新周达汽车维修部）	",pac_ydkj
"	I华翠南2S	",pac_ydkj
"	南六路3H	",pac_ydkj
"	肇庆天玺御璟停车场	",pac_ydkj
"	顺联公园里	",pac_ydkj
"	杏坛马齐关东市场	",pac_ydkj
"	1号起点Go泊停车场	",pac_ydkj
"	高明信盛广场	",pac_ydkj
"	容桂东贸物业停车场	",pac_ydkj
"	东方广场明珠城停车场	",pac_ydkj
"	东方新天地停车场	",pac_ydkj
"	智城天街停车场	",pac_ydkj
"	陆陆陆酒店停车场	",0
"	南海经济开发区人民医院（松岗院区）	",pac_ydkj
"	E灯湖东4S	",pac_ydkj
"	白坭村公寓	",pac_ydkj
"	南海体育馆	",pac_ydkj
"	民园S	",pac_ydkj
"	仙塘新市场	",pac_ydkj
"	月亮湾外围停车场	",pac_ydkj
"	E海四路4H	",pac_ydkj
"	育才路S	",pac_ydkj
"	新桂商业广场	",pac_ydkj
"	毅轩物业停车场	",pac_ydkj
"	世博金融中心	",pac_ydkj
"	华南医博城二期	",pac_ydkj
"	ICC国际商业中心	",pac_ydkj
"	莱福工业区停车场	",pac_ydkj
"	汕头市中心医院	",pac_ydkj
"	奕皓商业楼	",pac_ydkj
"	E灯湖西3S	",pac_ydkj
"	佛山龙江东涌社区临时停车场	",pac_ydkj
"	佛山金域国际花园	",pac_ydkj
"	仟悦荟停车场	",pac_ydkj
"	华福国际公馆外围停车场	",pac_ydkj
"	H天佑六2H	",pac_ydkj
"	龙江嘉洋广场停车场	",pac_ydkj
"	新动力新建临时停车场	",pac_ydkj
"	信裕大厦停车场	",pac_ydkj
"	东平新城7号场	",pac_ydkj
"	古大路2号停车场	",pac_ydkj
"	悦品公馆	",pac_ydkj
"	南海区第四人民医院P2停车场	",pac_ydkj
"	中华美食城	",pac_ydkj
"	磐石大厦	",pac_ydkj
"	同华东小区	",pac_ydkj
"	庆怡路（简平路--佛山一环)（东小片区）（1）	",pac_ydkj
"	沥北市场	",pac_ydkj
"	创意城B区停车场	",pac_ydkj
"	宏宇景裕嘉园二期停车场	",pac_ydkj
"	罗南生态园	",pac_ydkj
"	馨盛创意园	",pac_ydkj
"	九江梅东一村	",pac_ydkj
"	佛山市南海区西樵镇海舟开发区	",pac_ydkj
"	怡翠尊堤观园	",pac_ydkj
"	景山岗市场停车场	",pac_ydkj
"	周日电商广场	",pac_ydkj
"	车创置业广场二期	",pac_ydkj
"	东方广场水晶城停车场	",pac_ydkj
"	夏北市场	",pac_ydkj
"	味派菜园子	",pac_ydkj
"	陈村顺联广场	",pac_ydkj
"	佛山市第二人民医院	",pac_ydkj
"	广州东旺食品综合批发市场	",pac_ydkj
"	佛山信保广场	",pac_ydkj
"	宏源精艺停车场	",pac_ydkj
"	飞鹿风扇	",pac_ydkj
"	狮山小塘医院	",pac_ydkj
"	佛山王府井紫薇港	",pac_ydkj
"	顺联国际购物中心露天停车场	",pac_ydkj
"	外贸大厦	",pac_ydkj
"	世纪莲体育馆	",pac_ydkj
"	I城市花园L	",pac_ydkj
"	美新停车场	",pac_ydkj
"	东方广场德胜楼停车场	",pac_ydkj
"	名汇大厦	",pac_ydkj
"	永丰大厦	",pac_ydkj
"	G天佑三1L	",pac_ydkj
"	H南新一H	",pac_ydkj
"	顺联国际购物中心地下停车场	",pac_ydkj
"	佰创停车仙塘村停车场	",pac_ydkj
"	H南新一路S	",pac_ydkj
"	零壹科技园	",pac_ydkj
"	利保商贸中心	",pac_ydkj
"	嘉荟广场	",pac_ydkj
"	容桂民安停车场	",pac_ydkj
"	玛奥汇展中心	",pac_ydkj
"	刘洞村停车场	",pac_ydkj
"	大正小成南面露天停车场	",pac_ydkj
"	雷岗车场	",pac_ydkj
"	东方广场蓝钻城停车场	",pac_ydkj
"	文华公园P1停车场	",pac_ydkj
"	柴油机1959	",pac_ydkj
"	佛山金色悦享大厦地下停车场	",pac_ydkj
"	海盛东方国际建材城	",pac_ydkj
"	佛山岭南医院	",pac_ydkj
"	南浦新村停车场	",pac_ydkj
"	锦绣香江大酒店丹灶店	",pac_ydkj
"	三水人民医院停车场	",pac_ydkj
"	御匾生活超市	",pac_ydkj
"	南侧沙地Go泊停车场	",pac_ydkj
"	锦园路3H	",pac_ydkj
"	叠北新约村	",pac_ydkj
"	东方广场怡馨阁停车场	",pac_ydkj
"	1506创意城D区停车场	",pac_ydkj
"	新凯广场停车场	",pac_ydkj
"	兆阳大厦地面车场	",pac_ydkj
"	翠宝园南区露天停车场	",pac_ydkj
"	宝成汇停车场	",pac_ydkj
"	天御盈品商铺	",pac_ydkj
"	原创力量大厦（富丰喜悦大厦）	",pac_ydkj
"	南一村	",pac_ydkj
"	海八路得来速	",pac_ydkj
"	粤食粤滋味	",pac_ydkj
"	东平新城5号场	",pac_ydkj
"	东鄱市场	",pac_ydkj
"	佛山市南海盈兴粉末凃料厂	",pac_ydkj
"	乐从新天地新世纪门口停车场	",pac_ydkj
"	佛山科学技术学院江湾校区停车场	",pac_ydkj
"	金海文化创意中心地下停车场	",pac_ydkj
"	桃花园地上停车场	",pac_ydkj
"	宏汇城停车场	",pac_ydkj
"	汇龙商业城停车场	",pac_ydkj
"	家园宾馆	",pac_ydkj
"	二期车场	",pac_ydkj
"	星海岸南广场	",pac_ydkj
"	E灯湖西4S	",pac_ydkj
"	机安广场	",pac_ydkj
"	星湖湾Go泊停车场	",pac_ydkj
"	富丰东车场	",pac_ydkj
"	新基孵化园	",pac_ydkj
"	力迅上筑停车场	",pac_ydkj
"	华翠南路（怡海路--佛平路）（东小片区）（4）	",pac_ydkj
"	联兴旺车场	",pac_ydkj
"	龙江朗廷酒店	",pac_ydkj
"	财信大湾南产业园	",pac_ydkj
"	华宝世家雅苑	",pac_ydkj
"	顺德龙江百胜科创中心	",pac_ydkj
"	威尔斯商业广场地下停车场	",pac_ydkj
"	嘉信城市广场云车场	",pac_ydkj
"	下朗村工业园	",pac_ydkj
"	端州农业农村局停车场	",pac_ydkj
"	佛山西樵飞鸿馆	",pac_ydkj
"	岭南雅居	",pac_ydkj
"	南六路1H	",pac_ydkj
"	佛山锦绣花园停车场	",pac_ydkj
"	旺盛佰围商业中心	",pac_ydkj
"	佛山西樵环运大楼机械车库	",pac_ydkj
"	东门广场Go泊停车场	",pac_ydkj
"	佛山发展大厦	",pac_ydkj
"	里水宇能国际	",pac_ydkj
"	里水保利紫山会所	",pac_ydkj
"	E海四路3H	",pac_ydkj
"	东平新城4号场	",pac_ydkj
"	南海环宇城	",pac_ydkj
"	易联金融广场	",pac_ydkj
"	滨海御庭	",pac_ydkj
"	南新四路1L	",pac_ydkj
"	保润车城	",pac_ydkj
"	绿地璀璨家园	",pac_ydkj
"	东建世纪广场东广场	",pac_ydkj
"	珠海市人民医院	",pac_ydkj
"	通宝写字楼A	",pac_ydkj
"	G天佑三2T	",pac_ydkj
"	益田假日天地停车场	",pac_ydkj
"	星海岸地下车库	",pac_ydkj
"	丽日玫瑰名城商业街	",pac_ydkj
"	乐怡海创U22创谷	",pac_ydkj
"	黄岐六联村	",pac_ydkj
"	永利达广场	",pac_ydkj
"	灯湖东路6S	",pac_ydkj
"	耀洋公寓停车场	",pac_ydkj
"	海六路2H	",pac_ydkj
"	狮山体育馆	",pac_ydkj
"	瀚天科技城B1区	",pac_ydkj
"	方舟一号	",pac_ydkj
"	九鼎国际城停车场	",pac_ydkj
"	普君新城华府社区6-1停车场	",pac_ydkj
"	大沥柏尔丽思酒店	",pac_ydkj
"	健身公园停车场	",pac_ydkj
"	牌坊Go泊停车场	",pac_ydkj
"	同济新村	",pac_ydkj
"	袁屋边村	",pac_ydkj
"	国顺酒店	",pac_ydkj
"	嘉洲市场	",pac_ydkj
"	泊捷停车楼	",pac_ydkj
"	城西工业园	",pac_ydkj
"	I城市花园西门	",pac_ydkj
"	禄步农商行VIP停车场	",pac_ydkj
"	D海二路1H	",pac_ydkj
"	B灯湖东1S	",pac_ydkj
"	东鄱村委会	",pac_ydkj
"	麦当劳得来速广佛店停车场	",pac_ydkj
"	和华商贸广场	",pac_ydkj
"	陈村碧桂园碧桂花城停车场	",pac_ydkj
"	顺德龙江联星国际城	",pac_ydkj
"	陌上花开酒店	",pac_ydkj
"	新景雄停车场	",pac_ydkj
"	果栏路停车场	",pac_ydkj
"	华艺（国际）装饰博览城	",pac_ydkj
"	桃花园商业停车楼绿景露天停车场	",pac_ydkj
"	海四路2S	",pac_ydkj
"	趣悦海鲜酒楼地面停车场	",pac_ydkj
"	亚洲国际材料城奥斯汀酒店云车场	",pac_ydkj
"	星星大厦	",pac_ydkj
"	东建尚领国际	",pac_ydkj
"	王府井紫薇港	",pac_ydkj
"	I简平路4L	",pac_ydkj
"	勒流麦当劳	",pac_ydkj
"	佛山南海九江下西南约文化楼	",pac_ydkj
"	佛山市创智金丰管业有限公司	",pac_ydkj
"	佛山顺德铂尔曼酒店	",pac_ydkj
"	好易停二手车交易市场	",pac_ydkj
"	佛山市佛山印象城	",pac_ydkj
"	洛浦市场	",pac_ydkj
"	大正小成东北面露天停车场	",pac_ydkj
"	惠景市场	",pac_ydkj
"	石湾宾馆	",pac_ydkj
"	德宝花苑	",pac_ydkj
"	H天佑四1T	",pac_ydkj
"	桃园名苑	",pac_ydkj
"	东二九区停车场	",pac_ydkj
"	桂城路边停车二期	",pac_ydkj
"	勒流电子商贸创业中心	",pac_ydkj
"	F南平西L	",pac_ydkj
"	东湖教育城	",pac_ydkj
"	丹灶汇尚华庭	",pac_ydkj
"	银河广场	",pac_ydkj
